Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	status
1163	Spectrogram 1	1	16493.461059570	16497.755249023	1300.0	1450.0	
1164	Spectrogram 1	1	16495.152709961	16496.714233398	1200.0	1500.0	
1165	Spectrogram 1	1	16503.480834961	16505.823120117	1000.0	1700.0	
1166	Spectrogram 1	1	16509.206420898	16512.069213867	1100.0	1750.0	
1167	Spectrogram 1	1	16513.890991211	16514.932006836	1300.0	1450.0	
1168	Spectrogram 1	1	16525.081909180	16526.383178711	1600.0	1750.0	
1169	Spectrogram 1	1	16527.684448242	16530.286987305	1300.0	1450.0	
1170	Spectrogram 1	1	16534.451049805	16537.053588867	1200.0	1600.0	
1171	Spectrogram 1	1	16546.422729492	16548.244506836	1150.0	1350.0	
1172	Spectrogram 1	1	16549.675903320	16551.888061523	1300.0	1450.0	
1173	Spectrogram 1	1	16558.134155273	16560.216186523	1300.0	1550.0	
1174	Spectrogram 1	1	16563.078979492	16566.462280273	1050.0	1750.0	
1175	Spectrogram 1	1	16582.598022461	16584.680053711	1250.0	1550.0	
1176	Spectrogram 1	1	16587.803100586	16590.405639648	1100.0	1700.0	
1177	Spectrogram 1	1	16591.967163086	16594.049194336	1200.0	1600.0	
1178	Spectrogram 1	1	16596.131225586	16599.254272461	1200.0	1700.0	
1179	Spectrogram 1	1	16605.760620117	16607.061889648	1300.0	1450.0	
1180	Spectrogram 1	1	16613.828491211	16617.732299805	1200.0	1700.0	
1181	Spectrogram 1	1	16623.457885742	16624.759155273	1000.0	1450.0	
1182	Spectrogram 1	1	16626.060424805	16627.882202148	1300.0	1450.0	
1183	Spectrogram 1	1	16637.771850586	16640.114135742	1300.0	1550.0	
1184	Spectrogram 1	1	16644.798706055	16647.140991211	1100.0	1700.0	
1185	Spectrogram 1	1	16655.989624023	16657.811401367	1300.0	1450.0	
1186	Spectrogram 1	1	16660.674194336	16663.276733398	1300.0	1450.0	
1187	Spectrogram 1	1	16667.440795898	16670.824096680	1050.0	1700.0	
1188	Spectrogram 1	1	16675.508666992	16679.412475586	1200.0	1550.0	
1189	Spectrogram 1	1	16689.041870117	16691.644409180	1300.0	1450.0	
1190	Spectrogram 1	1	16693.986694336	16695.808471680	1300.0	1550.0	
1191	Spectrogram 1	1	16700.753295898	16702.575073242	1200.0	1700.0	
1192	Spectrogram 1	1	16708.560913086	16710.642944336	1200.0	1450.0	
1193	Spectrogram 1	1	16728.860717773	16732.244018555	1200.0	1700.0	
1194	Spectrogram 1	1	16737.188842773	16739.531127930	1200.0	1750.0	
1195	Spectrogram 1	1	16756.187377930	16758.269409180	1300.0	1500.0	
1196	Spectrogram 1	1	16760.091186523	16762.693725586	1050.0	1450.0	
1197	Spectrogram 1	1	16762.953979492	16766.077026367	1050.0	1550.0	
1198	Spectrogram 1	1	16768.679565430	16771.021850586	1150.0	1700.0	
1199	Spectrogram 1	1	16781.822387695	16784.034545898	1300.0	1450.0	
1200	Spectrogram 1	1	16787.417846680	16790.540893555	1200.0	1550.0	
1201	Spectrogram 1	1	16794.704956055	16796.786987305	1200.0	1700.0	
1202	Spectrogram 1	1	16802.252319336	16804.594604492	1050.0	1650.0	
1203	Spectrogram 1	1	16816.045776367	16817.607299805	1300.0	1450.0	
1204	Spectrogram 1	1	16817.867553711	16820.990600586	1150.0	1500.0	
1205	Spectrogram 1	1	16826.976440430	16828.537963867	1200.0	1450.0	
1206	Spectrogram 1	1	16830.359741211	16832.181518555	1200.0	1550.0	
1207	Spectrogram 1	1	16835.304565430	16837.126342773	1200.0	1500.0	
1208	Spectrogram 1	1	16838.687866211	16840.769897461	1300.0	1550.0	
1209	Spectrogram 1	1	16846.495483398	16848.057006836	1300.0	1450.0	
1210	Spectrogram 1	1	16851.960815429	16854.563354492	1250.0	1500.0	
1211	Spectrogram 1	1	16858.206909180	16861.069702148	1100.0	1550.0	
1212	Spectrogram 1	1	16862.240844727	16864.192749023	1300.0	1450.0	
1213	Spectrogram 1	1	16883.191284180	16884.752807617	1300.0	1550.0	
1214	Spectrogram 1	1	16889.437377930	16890.738647461	1250.0	1700.0	
1215	Spectrogram 1	1	16891.519409180	16893.601440430	1050.0	1550.0	
1216	Spectrogram 1	1	16895.423217773	16897.244995117	1300.0	1550.0	
1217	Spectrogram 1	1	16898.806518555	16900.107788086	1250.0	1550.0	
1218	Spectrogram 1	1	16904.532104492	16906.614135742	1250.0	1550.0	
1219	Spectrogram 1	1	16910.127563477	16911.558959961	1300.0	1450.0	
1220	Spectrogram 1	1	16914.421752930	16917.805053711	1200.0	1700.0	
1221	Spectrogram 1	1	16921.969116211	16924.831909180	1200.0	1700.0	
1222	Spectrogram 1	1	16926.133178711	16927.954956055	1300.0	1500.0	
1223	Spectrogram 1	1	16939.145874023	16940.447143555	1200.0	1500.0	
1224	Spectrogram 1	1	16943.309936523	16946.432983398	1050.0	1700.0	
1225	Spectrogram 1	1	16952.158569336	16953.980346680	1400.0	1700.0	
1226	Spectrogram 1	1	16954.240600586	16955.802124023	1250.0	1500.0	
1227	Spectrogram 1	1	16961.527709961	16963.089233398	1300.0	1450.0	
1228	Spectrogram 1	1	16972.718627930	16974.280151367	1300.0	1550.0	
1229	Spectrogram 1	1	16975.581420898	16978.183959961	1000.0	1650.0	
1230	Spectrogram 1	1	16997.442749023	16999.264526367	1200.0	1700.0	
1231	Spectrogram 1	1	17003.688842773	17005.770874023	1300.0	1550.0	
1232	Spectrogram 1	1	17017.222045898	17019.564331055	1000.0	1700.0	
1233	Spectrogram 1	1	17022.166870117	17025.810424805	1250.0	1600.0	
1234	Spectrogram 1	1	17029.974487305	17032.316772461	1250.0	1450.0	
1235	Spectrogram 1	1	17035.179565430	17038.042358398	1000.0	1750.0	
1236	Spectrogram 1	1	17041.165405273	17042.726928711	1300.0	1450.0	
1237	Spectrogram 1	1	17052.876831055	17056.260131836	1200.0	1550.0	
1238	Spectrogram 1	1	17061.074829102	17063.026733398	1300.0	1450.0	
1239	Spectrogram 1	1	17065.629272461	17068.231811523	1050.0	1700.0	
1240	Spectrogram 1	1	17072.135620117	17073.176635742	1300.0	1450.0	
1241	Spectrogram 1	1	17078.121459961	17079.422729492	1300.0	1450.0	
1242	Spectrogram 1	1	17083.716918945	17085.929077148	1300.0	1450.0	
1243	Spectrogram 1	1	17088.791870117	17091.654663086	1050.0	1700.0	
1244	Spectrogram 1	1	17095.298217773	17098.681518555	1250.0	1650.0	
1245	Spectrogram 1	1	17099.462280273	17100.763549805	1300.0	1450.0	
1246	Spectrogram 1	1	17103.496215820	17105.187866211	1300.0	1450.0	
1247	Spectrogram 1	1	17110.392944336	17111.694213867	1350.0	1500.0	
1248	Spectrogram 1	1	17117.940307617	17120.803100586	1100.0	1750.0	
1249	Spectrogram 1	1	17128.090209961	17129.911987305	1300.0	1450.0	
1250	Spectrogram 1	1	17134.336303711	17136.158081055	1250.0	1450.0	
1251	Spectrogram 1	1	17143.184936523	17145.527221680	1200.0	1700.0	
1252	Spectrogram 1	1	17156.197631836	17158.539916992	1300.0	1500.0	
1253	Spectrogram 1	1	17157.759155273	17159.060424805	1450.0	1600.0	
1254	Spectrogram 1	1	17167.909057617	17170.771850586	1100.0	1700.0	
1255	Spectrogram 1	1	17174.285278320	17176.237182617	1300.0	1450.0	
1256	Spectrogram 1	1	17185.346069336	17187.428100586	1200.0	1550.0	
1257	Spectrogram 1	1	17192.112670898	17194.715209961	1000.0	1750.0	
1258	Spectrogram 1	1	17196.797241211	17197.838256836	1300.0	1450.0	
1259	Spectrogram 1	1	17199.920288086	17201.481811523	1050.0	1750.0	
1260	Spectrogram 1	1	17203.824096680	17205.125366211	1200.0	1450.0	
1261	Spectrogram 1	1	17214.754760742	17217.357299805	1200.0	1550.0	
1262	Spectrogram 1	1	17220.740600586	17222.822631836	1300.0	1450.0	
1263	Spectrogram 1	1	17225.425170898	17228.287963867	1000.0	1700.0	
1264	Spectrogram 1	1	17229.328979492	17231.150756836	1300.0	1450.0	
1265	Spectrogram 1	1	17244.163452148	17246.765991211	1200.0	1650.0	
1266	Spectrogram 1	1	17250.409545898	17254.573608398	1050.0	1700.0	
1267	Spectrogram 1	1	17257.436401367	17259.518432617	1100.0	1750.0	
1268	Spectrogram 1	1	17263.031860352	17264.463256836	1300.0	1450.0	
1269	Spectrogram 1	1	17279.037475586	17282.420776367	1050.0	1700.0	
1270	Spectrogram 1	1	17285.023315430	17287.105346680	1050.0	1750.0	
1271	Spectrogram 1	1	17287.625854492	17289.447631836	1200.0	1450.0	
1272	Spectrogram 1	1	17292.570678711	17294.392456055	1300.0	1550.0	
1273	Spectrogram 1	1	17298.556518555	17301.159057617	1250.0	1550.0	
1274	Spectrogram 1	1	17308.446166992	17310.528198242	1150.0	1700.0	
1275	Spectrogram 1	1	17312.349975586	17313.651245117	1200.0	1500.0	
1276	Spectrogram 1	1	17315.473022461	17316.774291992	1000.0	1750.0	
1277	Spectrogram 1	1	17323.020385742	17325.622924805	1000.0	1550.0	
1278	Spectrogram 1	1	17328.485717773	17329.526733398	1250.0	1450.0	
1279	Spectrogram 1	1	17334.731811523	17337.854858398	1100.0	1500.0	
1280	Spectrogram 1	1	17338.115112305	17340.977905273	1150.0	1700.0	
1281	Spectrogram 1	1	17346.182983398	17347.223999023	1350.0	1500.0	
1282	Spectrogram 1	1	17351.648315430	17353.470092773	1250.0	1450.0	
1283	Spectrogram 1	1	17357.634155273	17360.496948242	1250.0	1450.0	
1284	Spectrogram 1	1	17362.058471680	17364.400756836	1050.0	1750.0	
1285	Spectrogram 1	1	17365.962280273	17367.263549805	1250.0	1450.0	
1286	Spectrogram 1	1	17371.167358398	17373.769897461	1150.0	1450.0	
1287	Spectrogram 1	1	17377.153198242	17378.974975586	1200.0	1600.0	
1288	Spectrogram 1	1	17379.885864258	17381.057006836	1600.0	1750.0	
1289	Spectrogram 1	1	17382.098022461	17383.139038086	1150.0	1750.0	
1290	Spectrogram 1	1	17385.741577148	17387.563354492	1200.0	1750.0	
1291	Spectrogram 1	1	17387.823608398	17389.905639648	1050.0	1750.0	
1292	Spectrogram 1	1	17391.467163086	17395.370971680	1000.0	1650.0	
1293	Spectrogram 1	1	17396.672241211	17399.535034180	1000.0	1300.0	
1294	Spectrogram 1	1	17402.918334961	17405.260620117	1000.0	1400.0	
1295	Spectrogram 1	1	17405.520874023	17407.602905273	1200.0	1550.0	
1296	Spectrogram 1	1	17409.424682617	17411.506713867	1300.0	1700.0	
1297	Spectrogram 1	1	17414.890014648	17416.711791992	1250.0	1650.0	
1298	Spectrogram 1	1	17416.711791992	17418.273315430	1150.0	1550.0	
1299	Spectrogram 1	1	17420.355346680	17422.697631836	1200.0	1550.0	
1300	Spectrogram 1	1	17428.423217773	17430.505249023	1300.0	1550.0	
1301	Spectrogram 1	1	17434.669311523	17435.970581055	1200.0	1600.0	
1302	Spectrogram 1	1	17438.573120117	17441.696166992	1050.0	1750.0	
1303	Spectrogram 1	1	17447.421752930	17452.887084961	1200.0	1700.0	
1304	Spectrogram 1	1	17450.544799805	17452.106323242	1400.0	1550.0	
1305	Spectrogram 1	1	17457.051147461	17459.653686523	1200.0	1500.0	
1306	Spectrogram 1	1	17470.063842773	17471.885620117	1300.0	1550.0	
1307	Spectrogram 1	1	17472.666381836	17473.707397461	1250.0	1550.0	
1308	Spectrogram 1	1	17477.481079102	17478.652221680	1200.0	1350.0	
1309	Spectrogram 1	1	17479.432983398	17480.994506836	1300.0	1450.0	
1310	Spectrogram 1	1	17484.638061523	17486.720092773	1200.0	1550.0	
1311	Spectrogram 1	1	17491.144409180	17493.486694336	1200.0	1700.0	
1312	Spectrogram 1	1	17496.869995117	17498.431518555	1200.0	1650.0	
1313	Spectrogram 1	1	17499.732788086	17501.034057617	1250.0	1650.0	
1314	Spectrogram 1	1	17501.554565430	17503.376342773	1300.0	1450.0	
1315	Spectrogram 1	1	17505.718627930	17508.321166992	1200.0	1450.0	
1316	Spectrogram 1	1	17514.307006836	17516.909545898	1300.0	1450.0	
1317	Spectrogram 1	1	17519.251831055	17522.114624023	1050.0	1700.0	
1318	Spectrogram 1	1	17529.922241211	17532.004272461	1200.0	1550.0	
1319	Spectrogram 1	1	17536.688842773	17541.373413086	1150.0	1450.0	
1320	Spectrogram 1	1	17544.236206055	17547.359252930	1200.0	1700.0	
1321	Spectrogram 1	1	17554.646362305	17555.687377930	1550.0	1700.0	
1322	Spectrogram 1	1	17559.591186523	17561.933471680	1300.0	1550.0	
1323	Spectrogram 1	1	17567.919311523	17570.521850586	1150.0	1700.0	
1324	Spectrogram 1	1	17576.767944336	17579.890991211	1000.0	1700.0	
1325	Spectrogram 1	1	17592.643432617	17595.506225586	1300.0	1600.0	
1326	Spectrogram 1	1	17598.369018555	17600.451049805	1000.0	1700.0	
1327	Spectrogram 1	1	17606.957397461	17608.779174805	1150.0	1700.0	
1328	Spectrogram 1	1	17619.189331055	17621.791870117	1200.0	1600.0	
1329	Spectrogram 1	1	17623.873901367	17625.955932617	1200.0	1700.0	
1330	Spectrogram 1	1	17629.859741211	17631.681518555	1200.0	1650.0	
1331	Spectrogram 1	1	17634.804565430	17637.407104492	1250.0	1550.0	
1332	Spectrogram 1	1	17643.653198242	17645.474975586	1200.0	1450.0	
1333	Spectrogram 1	1	17651.851196289	17653.282592773	1300.0	1450.0	
1334	Spectrogram 1	1	17655.104370117	17656.145385742	1250.0	1450.0	
1335	Spectrogram 1	1	17656.926147461	17660.309448242	1100.0	1550.0	
1336	Spectrogram 1	1	17663.953002930	17664.994018555	1350.0	1600.0	
1337	Spectrogram 1	1	17665.514526367	17667.596557617	1200.0	1450.0	
1338	Spectrogram 1	1	17668.897827148	17670.719604492	1300.0	1450.0	
1339	Spectrogram 1	1	17672.801635742	17674.363159180	1300.0	1500.0	
1340	Spectrogram 1	1	17683.472045898	17685.554077148	1200.0	1700.0	
1341	Spectrogram 1	1	17692.060424805	17693.882202148	1100.0	1550.0	
1342	Spectrogram 1	1	17701.689819336	17703.511596680	1100.0	1600.0	
1343	Spectrogram 1	1	17705.073120117	17707.155151367	1200.0	1450.0	
1344	Spectrogram 1	1	17707.415405273	17709.497436523	1200.0	1700.0	
1345	Spectrogram 1	1	17710.017944336	17711.319213867	1300.0	1450.0	
1346	Spectrogram 1	1	17712.360229492	17714.702514648	1250.0	1550.0	
1347	Spectrogram 1	1	17725.372924805	17726.413940430	1300.0	1450.0	
1348	Spectrogram 1	1	17729.797241211	17732.139526367	1250.0	1550.0	
1349	Spectrogram 1	1	17736.303588867	17739.686889648	1000.0	1750.0	
1350	Spectrogram 1	1	17742.029174805	17743.850952148	1100.0	1750.0	
1351	Spectrogram 1	1	17756.082885742	17758.425170898	1300.0	1550.0	
1352	Spectrogram 1	1	17760.507202148	17762.328979492	1300.0	1450.0	
1353	Spectrogram 1	1	17764.150756836	17767.534057617	1300.0	1550.0	
1354	Spectrogram 1	1	17768.575073242	17770.396850586	1300.0	1550.0	
1355	Spectrogram 1	1	17777.944213867	17779.245483398	1300.0	1550.0	
1356	Spectrogram 1	1	17781.067260742	17783.409545898	1050.0	1700.0	
1357	Spectrogram 1	1	17787.313354492	17789.915893555	1300.0	1450.0	
1358	Spectrogram 1	1	17791.477416992	17794.079956055	1300.0	1550.0	
1359	Spectrogram 1	1	17799.285034180	17801.106811523	1300.0	1550.0	
1360	Spectrogram 1	1	17802.928588867	17805.270874023	1200.0	1700.0	
1361	Spectrogram 1	1	17807.352905273	17808.654174805	1300.0	1550.0	
1362	Spectrogram 1	1	17817.763061523	17819.064331055	1300.0	1500.0	
1363	Spectrogram 1	1	17826.351440430	17828.173217773	1200.0	1700.0	
1364	Spectrogram 1	1	17829.214233398	17830.775756836	1250.0	1450.0	
1365	Spectrogram 1	1	17832.337280273	17833.378295898	1300.0	1550.0	
1366	Spectrogram 1	1	17834.419311523	17837.282104492	1100.0	1700.0	
1367	Spectrogram 1	1	17841.185913086	17843.528198242	1250.0	1450.0	
1368	Spectrogram 1	1	17859.924194336	17863.307495117	1200.0	1700.0	
1369	Spectrogram 1	1	17867.992065430	17869.293334961	1300.0	1500.0	
1370	Spectrogram 1	1	17869.813842773	17872.416381836	1200.0	1550.0	
1371	Spectrogram 1	1	17877.100952148	17878.922729492	1200.0	1450.0	
1372	Spectrogram 1	1	17893.757202148	17897.921264648	1100.0	1750.0	
1373	Spectrogram 1	1	17905.598754883	17907.810913086	1300.0	1450.0	
1374	Spectrogram 1	1	17912.755737304	17915.098022461	1300.0	1450.0	
1375	Spectrogram 1	1	17921.604370117	17923.165893555	1300.0	1450.0	
1376	Spectrogram 1	1	17923.946655273	17927.329956055	1050.0	1700.0	
1377	Spectrogram 1	1	17933.055541992	17936.178588867	1100.0	1550.0	
1378	Spectrogram 1	1	17943.986206055	17945.807983398	1300.0	1500.0	
1379	Spectrogram 1	1	17954.396362305	17956.738647461	1200.0	1750.0	
1380	Spectrogram 1	1	17959.341186523	17960.642456055	1050.0	1750.0	
1381	Spectrogram 1	1	17961.423217773	17963.244995117	1300.0	1450.0	
1382	Spectrogram 1	1	17965.066772461	17967.409057617	1300.0	1600.0	
1383	Spectrogram 1	1	17969.230834961	17972.093627930	1300.0	1550.0	
1384	Spectrogram 1	1	17974.175659180	17976.257690430	1200.0	1450.0	
1385	Spectrogram 1	1	17980.161499023	17981.202514648	1300.0	1450.0	
1386	Spectrogram 1	1	17983.024291992	17986.147338867	1050.0	1750.0	
1387	Spectrogram 1	1	17997.078002930	17998.639526367	1200.0	1600.0	
1388	Spectrogram 1	1	17999.940795898	18000.981811523	1300.0	1450.0	
1389	Spectrogram 1	1	18004.625366211	18006.707397461	1200.0	1550.0	
1390	Spectrogram 1	1	18009.570190430	18012.693237305	1100.0	1700.0	
1391	Spectrogram 1	1	18016.206665039	18017.377807617	1300.0	1450.0	
1392	Spectrogram 1	1	18023.884155273	18025.966186523	1300.0	1600.0	
1393	Spectrogram 1	1	18030.130249023	18033.513549805	1050.0	1700.0	
1394	Spectrogram 1	1	18034.554565430	18035.855834961	1300.0	1450.0	
1395	Spectrogram 1	1	18037.937866211	18040.280151367	1200.0	1700.0	
1396	Spectrogram 1	1	18048.738403320	18049.909545898	1300.0	1450.0	
1397	Spectrogram 1	1	18052.512084961	18054.594116211	1300.0	1600.0	
1398	Spectrogram 1	1	18056.676147461	18058.758178711	1300.0	1550.0	
1399	Spectrogram 1	1	18060.840209961	18063.442749023	1100.0	1750.0	
1400	Spectrogram 1	1	18062.661987305	18064.483764648	1200.0	1550.0	
1401	Spectrogram 1	1	18084.523315430	18087.125854492	1100.0	1700.0	
1402	Spectrogram 1	1	18091.940551757	18096.494995117	1200.0	1450.0	
1403	Spectrogram 1	1	18099.878295898	18101.700073242	1150.0	1450.0	
1404	Spectrogram 1	1	18102.480834961	18103.782104492	1300.0	1550.0	
1405	Spectrogram 1	1	18108.987182617	18111.849975586	1100.0	1700.0	
1406	Spectrogram 1	1	18114.712768555	18116.274291992	1300.0	1450.0	
1407	Spectrogram 1	1	18119.137084961	18121.219116211	1300.0	1500.0	
1408	Spectrogram 1	1	18127.985717773	18129.807495117	1300.0	1450.0	
1409	Spectrogram 1	1	18134.752319336	18136.834350586	1300.0	1550.0	
1410	Spectrogram 1	1	18138.786254883	18140.217651367	1300.0	1450.0	
1411	Spectrogram 1	1	18141.518920898	18143.340698242	1250.0	1500.0	
1412	Spectrogram 1	1	18144.381713867	18146.984252930	1100.0	1700.0	
1413	Spectrogram 1	1	18150.888061523	18152.449584961	1200.0	1550.0	
1414	Spectrogram 1	1	18152.709838867	18154.011108398	1300.0	1450.0	
1415	Spectrogram 1	1	18160.777709961	18162.078979492	1300.0	1550.0	
1416	Spectrogram 1	1	18163.119995117	18165.722534180	1200.0	1450.0	
1417	Spectrogram 1	1	18169.105834961	18173.009643555	1150.0	1750.0	
1418	Spectrogram 1	1	18177.433959961	18179.776245117	1000.0	1750.0	
1419	Spectrogram 1	1	18194.350463867	18196.172241211	1200.0	1450.0	
1420	Spectrogram 1	1	18198.774780273	18201.637573242	1000.0	1700.0	
1421	Spectrogram 1	1	18202.158081055	18203.459350586	1300.0	1450.0	
1422	Spectrogram 1	1	18207.102905273	18209.184936523	1250.0	1450.0	
1423	Spectrogram 1	1	18214.129760742	18215.691284180	1250.0	1600.0	
1424	Spectrogram 1	1	18224.539916992	18226.101440430	1300.0	1450.0	
1425	Spectrogram 1	1	18228.703979492	18231.306518555	1150.0	1650.0	
1426	Spectrogram 1	1	18230.265502930	18231.306518555	1300.0	1450.0	
1427	Spectrogram 1	1	18232.087280273	18233.388549805	1300.0	1450.0	
1428	Spectrogram 1	1	18237.292358398	18239.634643555	1200.0	1700.0	
1429	Spectrogram 1	1	18244.839721680	18246.401245117	1250.0	1500.0	
1430	Spectrogram 1	1	18251.866577148	18252.907592773	1300.0	1450.0	
1431	Spectrogram 1	1	18255.510131836	18258.633178711	1000.0	1700.0	
1432	Spectrogram 1	1	18262.797241211	18265.139526367	1000.0	1750.0	
1433	Spectrogram 1	1	18266.961303711	18268.522827148	1050.0	1600.0	
1434	Spectrogram 1	1	18281.795776367	18284.138061523	1000.0	1550.0	
1435	Spectrogram 1	1	18287.521362305	18289.343139648	1200.0	1450.0	
1436	Spectrogram 1	1	18295.589233398	18297.150756836	1050.0	1700.0	
1437	Spectrogram 1	1	18299.232788086	18301.054565430	1300.0	1550.0	
1438	Spectrogram 1	1	18301.575073242	18303.917358398	1100.0	1750.0	
1439	Spectrogram 1	1	18306.129516602	18307.560913086	1550.0	1700.0	
1440	Spectrogram 1	1	18313.546752930	18314.848022461	1250.0	1500.0	
1441	Spectrogram 1	1	18316.669799805	18319.272338867	1300.0	1450.0	
1442	Spectrogram 1	1	18324.737670898	18327.860717773	1300.0	1750.0	
1443	Spectrogram 1	1	18329.942749023	18333.846557617	1100.0	1750.0	
1444	Spectrogram 1	1	18335.668334961	18337.490112305	1050.0	1750.0	
1445	Spectrogram 1	1	18343.736206055	18345.557983398	1300.0	1500.0	
1446	Spectrogram 1	1	18348.420776367	18350.242553711	1150.0	1500.0	
1447	Spectrogram 1	1	18353.495727539	18355.447631836	1000.0	1350.0	
1448	Spectrogram 1	1	18356.228393555	18358.570678711	1000.0	1550.0	
1449	Spectrogram 1	1	18360.392456055	18361.433471680	1200.0	1350.0	
1450	Spectrogram 1	1	18364.296264648	18367.419311523	1100.0	1750.0	
1451	Spectrogram 1	1	18376.788452148	18377.829467773	1300.0	1450.0	
1452	Spectrogram 1	1	18383.294799805	18385.116577148	1600.0	1750.0	
1453	Spectrogram 1	1	18386.417846680	18389.540893555	1100.0	1700.0	
1454	Spectrogram 1	1	18390.061401367	18391.102416992	1300.0	1600.0	
1455	Spectrogram 1	1	18395.266479492	18397.608764648	1000.0	1700.0	
1456	Spectrogram 1	1	18404.375366211	18405.936889648	1200.0	1550.0	
1457	Spectrogram 1	1	18413.484252930	18414.525268555	1300.0	1450.0	
1458	Spectrogram 1	1	18420.771362305	18423.373901367	1100.0	1750.0	
1459	Spectrogram 1	1	18428.839233398	18431.702026367	1050.0	1750.0	
1460	Spectrogram 1	1	18433.523803711	18436.646850586	1300.0	1500.0	
1461	Spectrogram 1	1	18440.030151367	18441.331420898	1300.0	1450.0	
1462	Spectrogram 1	1	18450.440307617	18453.042846680	1200.0	1550.0	
1463	Spectrogram 1	1	18454.344116211	18456.426147461	1100.0	1700.0	
1464	Spectrogram 1	1	18460.069702148	18461.631225586	1300.0	1450.0	
1465	Spectrogram 1	1	18462.411987305	18463.973510742	1000.0	1700.0	
1466	Spectrogram 1	1	18467.356811523	18469.438842773	1300.0	1500.0	
